-0.1674810000,14,0.1,0.06943185045
-0.1674810000,26,0.01,0.007257665736
-0.1674810000,36,0.001,0.0007038418168
-0.1674810000,46,0.0001,9.949930049e-05
-0.1674810000,60,1e-05,2.293670837e-06
-0.1674810000,70,1e-06,7.134261879e-07
-0.8000760000,16,0.1,0.09926374456
-0.8000760000,26,0.01,0.008411067021
-0.8000760000,38,0.001,0.0008455906226
-0.8000760000,48,0.0001,9.942810285e-05
-0.8000760000,60,1e-05,6.215239794e-06
-0.8000760000,72,1e-06,5.84594746e-07
1.3141800000,16,0.1,0.06889989972
1.3141800000,24,0.01,0.00561042062
1.3141800000,34,0.001,0.0007299231997
1.3141800000,46,0.0001,5.34097917e-05
1.3141800000,60,1e-05,7.309458784e-06
1.3141800000,70,1e-06,9.520939203e-07
0.4046870000,14,0.1,0.0612067331
0.4046870000,22,0.01,0.00742896865
0.4046870000,36,0.001,0.0007868138734
0.4046870000,48,0.0001,9.389326447e-05
0.4046870000,60,1e-05,7.749045476e-06
0.4046870000,68,1e-06,9.681515035e-07
1.3565900000,16,0.1,0.05371013073
1.3565900000,26,0.01,0.009208292098
1.3565900000,38,0.001,0.0009844442826
1.3565900000,48,0.0001,7.914552678e-05
1.3565900000,58,1e-05,7.402344858e-06
1.3565900000,66,1e-06,9.0025498e-07
-1.3060800000,16,0.1,0.08224113918
-1.3060800000,24,0.01,0.007509156376
-1.3060800000,36,0.001,0.0003939262255
-1.3060800000,50,0.0001,7.06792409e-05
-1.3060800000,58,1e-05,9.210508295e-06
-1.3060800000,70,1e-06,7.106554189e-07
-0.3804250000,14,0.1,0.06216651103
-0.3804250000,26,0.01,0.009873088608
-0.3804250000,38,0.001,0.0006125335328
-0.3804250000,50,0.0001,9.589569491e-05
-0.3804250000,60,1e-05,7.917731909e-06
-0.3804250000,72,1e-06,7.415166477e-07
0.1195750000,14,0.1,0.06098079703
0.1195750000,26,0.01,0.002471186828
0.1195750000,36,0.001,0.0008475792798
0.1195750000,48,0.0001,9.760134942e-05
0.1195750000,60,1e-05,7.929229089e-06
0.1195750000,70,1e-06,6.769194159e-07
-0.7309170000,16,0.1,0.05245914229
-0.7309170000,26,0.01,0.008371841132
-0.7309170000,38,0.001,0.0005617935339
-0.7309170000,48,0.0001,9.413771577e-05
-0.7309170000,58,1e-05,7.481762001e-06
-0.7309170000,70,1e-06,6.115254481e-07
0.5235720000,16,0.1,0.09566973765
0.5235720000,26,0.01,0.007866743291
0.5235720000,36,0.001,0.0009020737855
0.5235720000,50,0.0001,9.773240629e-05
0.5235720000,60,1e-05,9.940170138e-06
0.5235720000,68,1e-06,9.788548217e-07
